RowNames	MMRS11288076ST.27.0.0	MMRS11664448ST.27.0.0	MMRS11932626ST.27.0.0	MMRS12272136ST.27.0.0	MMRS14379078ST.27.0.0	MMRS14602194ST.27.0.0	MMRS15137911ST.27.0.0	MMRS16644320ST.27.0.0	MMRS17603756ST.27.0.0	MMRS17963147ST.27.0.0	MMRS18295921ST.27.0.0	MMRS20257302ST.27.0.0	MMRS21365932ST.27.0.0	MMRS24340226ST.27.0.0	MMRS25211151ST.27.0.0	MMRS25641480ST.27.0.0	MMRS29805707ST.27.0.0	MMRS31306426ST.27.0.0	MMRS32573774ST.27.0.0	MMRS33294861ST.27.0.0	MMRS34525504ST.27.0.0	MMRS34569532ST.27.0.0	MMRS35808664ST.27.0.0	MMRS36405092ST.27.0.0	MMRS38861560ST.27.0.0	MMRS38954404ST.27.0.0	MMRS39415781ST.27.0.0	MMRS39582183ST.27.0.0	MMRS40913371ST.27.0.0	MMRS41266697ST.27.0.0	MMRS41711735ST.27.0.0	MMRS42570301ST.27.0.0	MMRS42780924ST.27.0.0	MMRS43563715ST.27.0.0	MMRS43939546ST.27.0.0	MMRS44197125ST.27.0.0	MMRS44203591ST.27.0.0	MMRS44587603ST.27.0.0	MMRS47662059ST.27.0.0	MMRS47685461ST.27.0.0	MMRS48639115ST.27.0.0	MMRS51307502ST.27.0.0	MMRS51410669ST.27.0.0	MMRS51728985ST.27.0.0	MMRS51737257ST.27.0.0	MMRS54246132ST.27.0.0	MMRS54316675ST.27.0.0	MMRS55294627ST.27.0.0	MMRS56137463ST.27.0.0	MMRS57276462ST.27.0.0	MMRS57569834ST.27.0.0	MMRS59699117ST.27.0.0	MMRS61683006ST.27.0.0	MMRS62192467ST.27.0.0	MMRS62376181ST.27.0.0	MMRS62666492ST.27.0.0	MMRS64281211ST.27.0.0	MMRS64281551ST.27.0.0	MMRS65205033ST.27.0.0	MMRS65742083ST.27.0.0	MMRS65862658ST.27.0.0	MMRS65945127ST.27.0.0	MMRS66868025ST.27.0.0	MMRS67096717ST.27.0.0	MMRS67247116ST.27.0.0	MMRS67690541ST.27.0.0	MMRS68630931ST.27.0.0	MMRS68910755ST.27.0.0	MMRS71238091ST.27.0.0	MMRS71762412ST.27.0.0	MMRS72802364ST.27.0.0	MMRS72980899ST.27.0.0	MMRS73787048ST.27.0.0	MMRS77018926ST.27.0.0	MMRS77321055ST.27.0.0	MMRS77487595ST.27.0.0	MMRS78791111ST.27.0.0	MMRS79893829ST.27.0.0	MMRS80093644ST.27.0.0	MMRS81130264ST.27.0.0	MMRS81135225ST.27.0.0	MMRS81194191ST.27.0.0	MMRS81671217ST.27.0.0	MMRS84085284ST.27.0.0	MMRS84159866ST.27.0.0	MMRS84954772ST.27.0.0	MMRS85382779ST.27.0.0	MMRS85438660ST.27.0.0	MMRS85548821ST.27.0.0	MMRS86168210ST.27.0.0	MMRS86178473ST.27.0.0	MMRS86958796ST.27.0.0	MMRS87723283ST.27.0.0	MMRS88581325ST.27.0.0	MMRS90191266ST.27.0.0	MMRS91297590ST.27.0.0	MMRS92544445ST.27.0.0	MMRS92546335ST.27.0.0	MMRS92727331ST.27.0.0	MMRS93508324ST.27.0.0	MMRS93621581ST.27.0.0	MMRS94549160ST.27.0.0	MMRS95277876ST.27.0.0	MMRS95479054ST.27.0.0	MMRS95674036ST.27.0.0	MMRS96422329ST.27.0.0	MMRS97052561ST.27.0.0	MMRS97307143ST.27.0.0	MMRS97327636ST.27.0.0	MMRS99045180ST.27.0.0
Bacteroides thetaiotaomicron	659088	362865	63776	1193655	1091544	0	4584	87901	1138157	2367324	10649	211906	898718	9302094	816141	317091	125880	12790	2253329	968332	303680	346340	309821	155520	703675	69799	7529681	38368	0	1254054	0	1437048	384328	751	1594005	12518	624541	49654	62602	265	841431	19895	602538	0	709828	4557	1954	1763824	1403507	22659	25124	3636866	10383840	0	2773264	489135	1567377	2055727	0	65987	172480	0	0	237378	65951	242282	107812	995236	1677068	1491873	673607	331218	1802604	81868	0	195847	15572	16657	1182	0	443277	873761	173698	0	85652	512634	101674	9984980	0	8018	2276624	943326	3029410	500835	207490	844	501302	10319	19490	461214	0	223599	178268	213141	0	275668	2402661	106298	0	10414616
Dorea longicatena	558119	449072	761200	486745	925005	233362	964249	893633	333808	0	495204	1357709	0	595665	0	1089987	473857	71596	267238	127892	164422	497536	551843	431521	358966	611704	591201	1490233	0	0	279968	741870	1028757	317929	1411303	1031	4360	286564	525230	1196412	1490016	0	601213	0	0	663066	622022	363732	552828	929705	309861	0	328692	0	1534621	326014	0	185614	87477	300607	290079	1161259	53259	460010	430274	1082866	527216	5587	890162	51129	1457257	0	5075067	80346	713103	411538	732113	52921	582694	1366193	251532	1638339	852391	0	676300	382420	320123	0	310039	21203	100486	467918	346180	622290	604321	153521	0	318975	23288	466926	852139	336871	106822	1155119	258356	180682	162754	138461	448750	348700
Parabacteroides distasonis	549119	1771666	654707	800026	814177	813856	3046394	595855	660526	1167511	486843	202641	6586100	1346	1038684	1626582	1452855	2125602	891818	1054304	265779	615055	630290	331643	780419	1157416	7254987	348289	0	3005851	855184	2114875	3095660	1087918	2321415	929833	941701	537385	1781585	10101206	501651	723628	363527	0	2760296	254184	1371029	2158102	719541	231407	2129485	2843825	2171556	0	1367074	653036	982676	1608237	66586	679912	890112	1761	65614	139260	604701	1075591	1615945	6715532	2154835	2251464	686816	3297196	0	332455	2591920	1642114	849233	431169	2418690	853	1811412	866477	435455	7813192	168289	2439907	954960	3718718	2183718	77916	2095	410088	1580943	191573	271130	2493614	1165990	4349932	1252791	266726	0	0	307121	1013154	2058771	416502	1654553	324123	0	0
Alistipes putredinis	429987	5162108	1346499	1043368	3927272	3580091	1793435	5869847	4683610	2443955	4521483	64898	3959489	3206	3238785	3139658	2281856	2203712	562955	4412312	629140	2973598	2845760	0	2817380	3505263	649307	2046187	2165232	3182878	4018630	2285546	6460211	2283073	1173812	1039090	627941	4244449	1427522	5733	2573065	1719945	855181	0	1745787	2305294	1273218	4621559	1274375	862354	2764064	1589340	4005067	0	2183779	2926124	8912889	9596	17769	961021	2041799	4565	4947463	1539287	3833123	3501592	1532526	3124170	2608532	1227709	1068458	2473229	0	3405104	4794634	707152	2235083	2951608	4845953	6942	1759506	33465	910434	0	1084268	5722889	2983423	279	2183489	3352012	5953036	40184	3233542	3614685	1495075	4408	2204542	532358	10131	1503226	2965402	3260988	991075	1646018	1115364	2864223	5240329	9636632	0	0
Parasutterella excrementihominis	389980	1657035	259165	19769	0	3883	0	41893	103047	0	1659	0	0	0	470300	39753	198138	11258	17969	753142	0	61764	0	193905	0	253062	0	77755	0	13239	29975	34454	5255	0	379777	0	180098	6603	85307	0	0	308379	6543	0	71938	7849	17898	16298	0	3724	0	273806	177846	0	0	30843	0	28939	2100	28621	0	0	0	223573	353443	1188831	732	739846	34567	47032	33782	0	69288	0	643806	55917	0	0	49054	191634	13001	0	7939	0	0	20015	0	0	0	0	0	102533	597855	4731	24771	0	0	0	0	5937	0	17325	8182	52255	78921	71664	573216	322124	0	0
Dorea formicigenerans	378215	270085	197356	463405	161950	247706	164205	164795	168432	95119	302851	505575	309088	0	124237	309112	290217	23471	370163	249893	94293	34208	171785	83363	225159	135430	281385	148458	0	66609	223987	188087	331936	418623	349954	8719	126334	113587	250314	0	258689	22607	142378	0	52442	455644	199930	203294	451166	246495	42475	0	271709	0	158797	132568	0	150086	141331	166289	312479	0	13079	193557	394853	688157	31814	0	230291	55450	769363	541322	626436	316457	312485	119630	263660	37189	211734	509858	253464	191903	343265	322785	109635	208332	201881	0	95123	45866	3828	79771	244983	361045	171547	196790	77873	13871	20923	350482	192812	148580	54328	274985	0	78680	41106	93723	121857	0
Fusicatenibacter saccharivorans	374968	502916	1032756	524578	1389422	992562	158632	940548	234437	267125	252707	332083	209253	0	1748237	3155505	1259171	62991	1028538	1468408	155416	801248	145449	702734	804218	1614129	729964	907599	0	7041	221261	178245	277953	318769	1715370	571397	5582	1052979	387666	0	2185924	136287	1012481	0	488316	884100	313633	141566	450388	475700	0	0	924532	0	1048345	68054	32065	360552	141639	6117	793938	0	1552257	654063	933857	655786	351789	2683322	379443	223487	591996	0	3581086	965612	880051	733645	1718901	247615	413440	947797	1080764	232307	1309838	778000	1530404	327611	610407	0	688009	882306	806806	873614	0	783608	1116872	527438	161552	6297	630675	544262	1134203	958072	642614	1544741	0	507461	525100	1224372	0	551395
Collinsella aerofaciens	367904	309125	416638	282004	1722	151062	0	1929638	593073	292024	566214	618663	124697	544	0	1228851	266	103503	590026	126490	256547	778578	0	0	509582	2291	476006	295701	502	0	0	1139910	526692	594203	1923792	410249	75430	686598	193882	0	5419	218906	882995	0	265964	1316938	879285	0	965924	768185	1369505	0	944916	573206	622577	245429	0	501888	579516	20041	148417	0	2558324	1539648	633410	630903	780954	84892	1243050	587	345994	1668699	2407	4627119	300	580687	1332336	0	2034058	0	285689	445504	729479	1712154	371371	251176	540032	0	1180812	1636068	2995	15847	498838	1256378	189407	769	0	17665	1996	354277	335144	592658	520717	1224983	0	596166	1458443	1979100	614	0
Odoribacter splanchnicus	337923	1143384	350331	346040	0	297245	781805	883122	1192045	397912	863467	291563	1174358	0	476443	577210	719567	405973	145093	1456114	180867	358584	441690	22624	336175	747004	1028834	488444	0	1027710	544328	379589	992598	278719	239522	353959	7394	196848	105671	761576	0	111631	291072	0	1385001	436304	1048191	1502588	179896	79856	1020830	0	1106525	0	237083	1467162	1244934	564050	138393	187535	660765	0	128624	169711	512771	749606	241486	886702	465942	182989	238624	616222	0	310008	42636	386159	476358	259973	760699	0	911788	1081330	240189	0	193029	926327	670642	0	0	63268	0	50120	702459	659606	1030257	144942	358422	878976	79961	987175	687945	514433	2030631	616831	0	490762	1088338	338990	0	0
Eubacterium sp. CAG:38	296482	172344	429745	0	0	156613	282779	1169436	113645	1367	3428	14803	384415	1732241	0	0	164481	0	0	1045245	6107	20007	0	0	0	295669	3205	39666	2559871	0	704864	0	0	0	0	93673	9319	0	438662	507168	0	701394	105743	0	1603545	317463	223126	263174	0	0	0	337988	0	1738118	0	169434	0	0	163573	0	82859	1264872	140848	155327	606824	293899	0	0	0	134017	0	0	11989	71664	0	120399	0	19506	8298	0	406434	126084	4553	352748	123198	0	1677213	0	448947	895523	604042	1192842	921042	49434	0	3161829	0	0	439594	30420	1953098	1656	51320	766601	0	318288	0	0	0	1360337
Akkermansia muciniphila	285641	14538	1262231	0	0	0	3230951	183657	0	0	0	1076352	1069857	612	3372231	76067	10850	5081	792937	233937	3434	5485	231832	9877	0	2214	0	205681	886098	650685	352578	1556235	2465206	140784	0	1435	260887	16313	10123	0	0	4582548	0	0	16537	104358	0	0	52112	836	1185393	0	0	0	9393	359222	844683	11080	84995	5447	68849	3762507	0	1298163	0	17092	44956	0	2422643	2169940	3271646	5081381	0	0	13867	2588141	0	1664340	585387	416	0	0	31443	2354	460	58975	0	0	909125	459602	2056742	1430332	1088507	2083278	0	24236	578119	0	154657	744409	39242	914341	999714	0	0	1422899	300143	0	0	0
Eubacterium ventriosum	250029	56358	381326	0	0	0	283813	158081	0	0	140433	79548	0	0	0	0	737087	23117	230991	0	0	0	112238	0	53624	202034	0	4752	0	0	0	0	0	311334	0	87651	1831	2259	201421	0	0	0	0	0	0	51261	101915	0	182517	36075	0	59088	334913	0	190641	123781	0	1376154	0	12562	250042	0	0	28593	0	101318	0	126	0	389995	1247435	0	183427	476	0	58635	339087	0	47040	331248	208443	0	98256	0	0	320992	98139	0	0	0	0	778148	0	215566	210923	465341	0	0	24437	0	74152	0	52077	147670	0	38031	132644	13133	0	0
[Ruminococcus] gnavus	198991	13697	80635	19385	58906	1195891	132280	137948	37078	8823	0	0	0	648365	86628	10964	0	420440	0	4316	22470	0	0	14069	1014821	1892	162272	0	276481	616456	310954	3295	3092535	166278	2120734	76291	695507	0	339279	3412641	116620	0	0	0	1991	0	144	33427	2551192	0	159052	35600	367003	1518260	600805	125570	153620	1055	0	625	0	5592664	780	16206	5949	29165	136574	3083999	3258	11845	869709	1709594	0	0	16816	0	139662	35562	113363	574765	974	1224092	0	5860	0	0	129	6657198	223088	2295	322302	15486	271064	0	9982	406732	46704	0	114948	245	6974	0	0	0	859661	12658	0	3263	1221602	311323
Firmicutes bacterium CAG:83	195988	9363	198293	25907	522505	975846	0	895485	0	0	124779	75093	18242	0	574952	1978447	519926	22137	106607	200062	14479	34568	31698	261199	1252535	35214	668850	112736	739268	0	534630	36679	24044	0	52534	1142211	36745	35472	5808	0	320419	82844	42964	0	253125	37590	37527	1816333	57848	13368	42507	0	161236	0	183660	452721	0	133585	113709	10493	37567	0	1241145	172029	317356	15533	175921	0	130097	10002	385075	0	1425257	502336	89721	69534	5679	197493	225784	0	0	0	78428	1419399	0	32278	727390	0	72522	347543	295272	10049	307189	57063	7845	516145	1589711	44287	1717737	0	0	347246	200552	653863	0	71645	0	574652	0	834447
Alistipes shahii	187505	287627	63759	132054	0	37765	283130	313366	43180	142554	159750	23257	190297	0	0	113498	83827	70820	106349	251381	52890	59870	135564	222583	257991	686376	0	447740	125658	46208	170365	324061	144494	131898	133	57419	1594	400775	28115	0	0	459756	79371	0	327702	58824	176649	75295	37848	204697	574	0	1306	0	13783	234428	12776	0	7733	46147	111706	0	1326299	51734	38269	123215	31774	240702	286427	98953	24084	53406	0	73811	421516	330680	27294	123929	61156	82966	88558	81792	40252	0	17166	331565	1038459	0	183440	605484	0	7037	52839	314497	126510	253356	23036	0	1819655	101019	108953	103541	35869	124836	0	40236	514425	947856	6387960	90235
Roseburia hominis	184251	95552	96904	378812	92104	45625	240320	70339	92793	110535	25967	16207	1052170	0	1033137	1356226	326500	5589	192652	50473	72029	169695	328479	14598	374021	390484	643990	196596	0	0	0	249634	0	300229	559561	70350	0	514735	81442	0	78343	3819065	103231	0	1565540	43976	143934	9885	173612	0	0	24044	131396	0	0	546489	0	172461	20410	69366	517714	0	831750	366	332229	95847	38694	0	231567	97963	265383	36710	1047422	843676	53468	132459	0	209800	36755	152159	5637	239881	394725	188698	35684	379393	1412304	0	487816	315684	20389	152593	0	175236	8279	15426	220029	0	18655	173886	212816	508481	276190	698722	33861	73370	1518966	979416	0	83665
Gemmiger formicilis	178837	298088	81546	45588	62998	28229	24852	36049	0	0	123098	49170	97557	0	6867	35915	52875	0	19818	0	2909	147063	42910	52035	49596	469539	45680	21593	0	0	99683	33006	8550	20003	64263	128139	0	24142	92185	0	41724	68231	23860	0	250440	106267	76805	2432	1044	41213	0	0	0	0	0	115156	0	25358	78985	54125	19664	0	415738	64551	35451	513127	0	0	66310	4055	0	0	239304	178836	242728	111077	0	21108	2080	21173	65736	12752	85842	0	89850	47757	74586	0	0	99151	0	42742	0	91289	452146	0	73726	1175	0	33977	47444	227775	39169	200727	0	67075	82160	190277	190417	23171
Eisenbergiella tayi	175937	0	85063	4002	0	22852	400395	2478	0	19963	0	70789	5127	25377	18087	18169	0	0	1385	16672	2940	0	0	1642	69918	22158	251	0	26170	3185	5021	82315	0	10823	15707	942414	100743	741	2511	14726	0	0	221	0	99908	0	0	28144	16218	6049	0	0	1566	0	25513	1988	0	158	0	0	0	0	0	505	62536	0	0	45946	51857	623901	3249	8511	0	0	8691	61917	16791	1541	124250	0	6702	54621	0	0	170	13875	884	0	0	0	0	10894	20235	0	0	1306	85953	77822	0	13296	227	517	0	0	0	0	97485	0	0	844
Oscillibacter sp. 57_20	168751	1477293	84957	780284	492928	1145956	200772	230515	731225	0	683764	1223104	531954	0	200984	596121	240407	2105	340764	73084	462788	796130	714131	265396	179248	445779	81500	270412	0	0	131155	447456	156	0	0	50804	119	897296	236502	0	307719	301311	1966544	0	601199	363831	559364	217078	40979	275474	0	0	285374	0	2128	705855	0	66186	208592	438721	899793	0	2098230	26558	0	1006288	192701	1008	496619	165723	384550	0	592755	1858685	381281	1015688	301245	163194	6448	0	736696	521067	729299	5274	99718	465333	517057	0	0	3042968	1162	581	105945	343475	584818	0	0	219069	0	360406	367480	1082533	149435	795950	0	438367	930635	673168	186832	0
Parabacteroides goldsteinii	167019	0	119225	39436	0	0	3335474	0	0	0	0	226269	0	0	0	0	0	27980	199007	0	53034	238484	75775	29339	0	111280	0	0	525024	0	0	0	27737	15345	0	0	11605	80854	91353	0	0	368677	17344	0	1877253	0	0	0	80743	25819	0	0	0	0	0	0	166405	0	0	74843	213829	0	0	0	75295	0	0	0	0	490730	0	0	0	0	0	0	38664	0	0	0	0	5282	65049	0	0	1015057	0	0	0	0	0	270	0	30064	90423	0	0	1693796	0	31756	0	70256	41300	10593	0	192816	0	26901	0	0
Firmicutes bacterium CAG:95	145208	0	0	164173	0	0	0	0	0	0	20223	127782	207962	0	0	0	0	0	113927	111911	0	194556	5248	0	0	5792	0	28682	0	175672	0	1215884	0	0	2221	0	0	61899	29944	0	0	62171	4493	0	248769	10621	36354	0	0	64055	0	0	0	0	0	8695	0	0	14573	379305	186322	0	0	1261	0	0	0	0	819978	15532	0	0	0	85624	5910	58834	0	0	0	0	14279	0	29421	0	8841	0	10791	0	0	66311	0	0	0	13330	0	0	0	0	0	75888	34986	296729	54657	23773	0	0	0	0	0	0
Roseburia intestinalis	139170	3005298	3440373	809796	57807	3419121	67311	1244657	2010595	896426	451229	270596	0	0	1137815	531680	3713	0	0	1342745	179693	11878	1802910	366976	17017	154324	2215968	26394	1301056	993918	0	3224788	96235	793430	0	77139	5132	0	253073	0	97084	0	236485	0	54141	1899133	9120	0	22229	2185341	207928	2552483	0	0	1963436	370983	0	1049	521200	306464	272358	0	966093	30350	2062416	3845374	382	377610	3171296	328919	82682	205506	2807807	8042	1297551	59265	1075143	7896	44615	0	821404	9750	372632	29764	70065	2607934	119070	0	253370	31853	1128900	708629	865794	25390	1865143	994	377934	0	4421	50969	13249	1988785	50187	599466	0	161229	39443	1629174	2417543	1156348
Monoglobus pectinilyticus	133396	66614	113052	0	0	96351	646346	135096	0	233968	0	177768	0	362477	0	659326	84057	5693	0	0	0	0	0	141815	180389	0	71679	0	373871	398331	27161	649528	0	0	0	46967	0	0	354513	0	0	0	4003	0	0	0	0	0	0	0	0	0	0	1029756	0	0	0	0	0	0	0	0	0	1771	24335	103075	0	0	541637	98441	4725	78393	36878	0	131689	46840	0	0	0	0	0	0	0	0	0	0	38511	0	0	0	0	116587	324368	0	0	134671	0	0	13166	0	0	0	122021	0	0	23206	16160	0	355465	142271
Alistipes finegoldii	133308	162458	5312	115014	39764	71957	948060	14373	8779161	2782	21334	243792	938765	527922	68674	188568	175935	17205	144334	138833	23222	107755	14996	23775	322567	24027	485387	26375	70636	346316	3709	408837	4460	6621	154437	2590	10373	12163	18220	3432025	28325	261884	40127	0	630	13905	11041	164614	333530	132494	698317	837319	148587	0	96400	376392	128577	25654	221850	20517	5318	0	36677	233169	89513	102529	15343	778869	381846	1553604	59136	301443	113710	741235	207	1304095	33516	70503	4007666	6970	13739	5506	27689	7582984	40299	644712	40623	0	0	189586	2102368	1438113	0	411346	95749	26789	2751230	21277	191763	46724	125794	22612	80489	19222	7555	94423	61020	1609712	0	0
Desulfovibrio piger	128689	0	0	83158	0	0	0	0	0	0	212605	649624	0	0	0	0	75589	168310	307941	0	292270	0	0	0	181538	0	176270	0	0	0	0	0	220746	0	0	153315	0	528482	174034	0	0	1427789	451560	0	0	111022	5750	463011	85237	251891	0	0	0	0	182033	0	350072	0	85859	0	313840	0	0	0	0	0	0	0	0	0	0	0	0	1874932	0	237344	0	0	0	0	0	142018	152294	0	523931	412104	230449	0	0	3033787	0	0	0	0	0	0	0	10841	0	148444	0	0	0	0	0	0	0	0	0	0
Coprococcus catus	124172	94814	103281	149646	45381	62349	38686	175147	10152	0	62181	79728	10664	0	93032	0	3324	0	199567	67311	1740	58557	2407	131486	86166	66934	0	90967	0	0	0	0	224169	0	119425	0	0	57519	60990	0	93286	66631	200409	0	9040	139929	214944	186375	0	66162	0	0	0	0	8885	61853	0	70223	66769	48640	34972	220306	183062	106240	164573	138510	52812	0	0	24195	21630	0	220703	43956	128768	81037	0	37441	88579	66322	4641	3177	195611	0	52602	68197	186806	0	13561	3171	20415	73239	0	169541	146211	3628	0	0	0	4985	95813	156033	30046	134604	0	97004	18825	174414	400798	0
Butyricimonas virosa	123255	285464	59415	332652	0	3606	0	35759	0	0	49099	151203	0	0	24529	0	1705	46329	90221	0	21415	216962	51982	6065	20016	37030	0	246343	0	133281	0	19484	33404	30813	326355	0	14159	83210	162351	0	0	46682	118098	0	515811	56389	41055	41225	54547	175895	0	0	0	0	129797	104882	0	0	210131	69284	323458	0	0	18450	57594	191504	7013	0	21803	796567	214668	0	0	143633	0	134541	154393	14727	22967	0	528229	7677	136910	0	52963	981191	1307	0	0	0	0	16316	222370	93300	30294	0	14887	7541	0	262839	232046	130979	20205	82235	11383	0	28969	20922	0	0
Phascolarctobacterium sp. CAG:266	122141	0	0	0	0	0	0	394216	0	0	0	0	0	998771	0	1477464	451992	0	103344	0	1998	0	0	0	0	0	0	23335	1014273	370433	0	0	0	596834	0	0	0	0	850464	0	0	1423439	0	0	0	0	5763	0	0	0	0	0	0	0	0	0	0	964710	0	0	0	0	0	0	1354689	0	0	0	0	0	0	0	0	0	0	1133408	0	482085	0	0	0	15885	0	0	922371	4976	0	0	0	0	0	2971	1208484	1665949	0	0	937111	0	0	0	2544354	0	0	0	0	0	0	0	0	0
Clostridium sp. CAG:58	118623	804677	186595	133408	77748	280252	514009	115599	0	168167	141340	154685	0	695668	325336	0	103317	438023	60903	62340	24978	0	173250	93796	74312	127477	136781	3799	389185	163369	0	339117	508726	17469	2255	16441	191316	184598	81829	808086	52177	0	101126	0	181178	134590	181356	215215	65332	90873	0	122350	275234	0	395492	126184	1648136	18124	0	0	44442	0	129248	31842	254301	445052	0	204921	553897	116772	0	1349071	180870	603247	258843	62487	0	286643	158558	789882	183537	0	41154	182446	37071	108352	0	0	158087	0	0	7531	94262	71504	79060	613207	0	133077	931291	135856	409279	24572	15684	12485	203830	126678	111146	68186	52264	0
Anaerobutyricum hallii	111606	453835	455495	79075	235148	154636	1375171	587795	74433	36187	475961	99047	0	0	264975	0	349294	113013	129841	290905	158794	84188	121043	107512	85256	202034	0	119218	969785	20546	0	537951	445441	62139	400316	172137	1480	55976	141150	0	450143	265664	264258	0	722475	283531	117794	308035	169059	154527	0	592497	1143373	0	76815	98353	25794	264738	166238	131074	235254	0	27987	1185735	331074	1237234	366295	0	877617	0	198614	274997	758190	4200	408449	679678	822966	28004	525736	955592	219954	10586	785139	96075	70419	135450	448216	0	59536	13410	122614	441925	524080	1809864	881494	54137	45000	0	9207	453908	374504	189041	333767	524061	0	364838	525849	87242	0	0
Agathobaculum butyriciproducens	108353	123667	121046	56631	49231	298724	2700	175867	54743	37770	51401	241186	285013	0	95240	0	76121	8222	200333	336142	123292	51728	88340	211604	102721	150509	270197	69689	208385	1260	11348	229216	307480	371586	362876	1333	91528	210580	105976	0	66251	1007248	237134	0	133402	78157	102348	34609	83386	94931	89056	243884	66595	0	312300	84798	0	56161	113570	23918	245174	332963	601741	41155	559181	114665	163603	108415	223128	171778	64273	95392	95869	437636	81156	77590	100422	41241	0	449015	79285	204835	35119	29597	96589	129106	93295	0	96508	161128	106214	140552	258122	163636	208477	77997	103523	0	230739	47022	111560	12541	59471	180731	122371	134073	42212	546183	0	82751
Blautia obeum	100202	77908	34553	331399	41492	248749	129075	320529	134044	410871	375330	230806	423077	0	475288	900126	447179	1155	54069	293449	50794	91819	331795	260863	415977	1135657	101598	28603	0	0	0	3188010	287440	0	76240	538422	411	208429	105666	0	80188	39449	231681	0	1365259	166189	194855	542017	1916695	568578	0	0	97814	0	751844	141829	0	54581	171584	35118	78755	0	13891	184365	434981	221509	226881	0	3649679	521282	978306	0	652987	190423	83851	58509	173490	87831	1595773	381604	57588	328568	136580	526748	217352	274304	211684	0	299658	78557	9382	192139	0	293697	702740	90494	536912	0	13903	287665	201468	100731	131697	181290	0	73072	503576	14873	0	299233
Coprobacter fastidiosus	98836	0	0	87059	0	0	0	338951	0	839569	147121	19482	0	1989619	485754	87948	0	157849	162031	0	0	76905	17104	0	0	437198	0	0	0	56440	0	0	35946	33135	0	0	0	0	0	0	0	9616	22183	0	0	1975	19354	0	0	33506	0	0	0	0	38422	1385	0	0	0	0	454456	0	29123	1335	37232	0	155799	0	0	47558	1235169	192419	0	0	0	552887	24153	0	0	0	76356	887486	16623	0	14872	0	24952	0	0	0	0	1034	0	148582	31603	0	18063	0	581	0	371164	0	264504	6199	0	0	0	0	0	0
Blautia wexlerae	77977	39666	124768	40332	129708	318547	7195	67758	3494	7483	35578	10581	7636	1750454	259466	1325609	31233	172371	257090	98364	26579	78950	50718	976217	44851	69822	170908	53085	3030615	502252	755311	666330	32608	960363	26027	40514	132465	22711	108182	0	223547	0	99000	0	40699	6232	35154	111828	7262	108469	1106244	606905	0	157717	693471	6438	540211	82131	65494	7211	236250	7655737	12823	48345	77321	58781	41654	730766	746311	13716	388580	432696	314263	0	42909	36352	2041	12393	47357	337579	267561	42148	38011	6126	8296	49424	122863	0	394704	0	61300	343805	1256361	95752	179984	339673	165731	0	33402	236418	6755	86350	52722	161739	184543	93919	39182	5402	685657	10879
Flavonifractor plautii	74920	102590	75284	42515	67450	515638	262313	17805	109515	119601	34927	301780	68203	535827	117466	111559	69797	521205	20539	6471	10308	0	7115	54673	86106	39160	751194	3896	227820	69154	94718	238794	438680	99713	125028	532353	216457	9766	12334	717635	45437	0	34468	0	2803	16231	10549	327888	91070	0	310370	156885	112599	833325	341031	7225	1126764	57291	39673	6162	50574	1754103	116294	52133	107556	59383	90729	345462	289348	49149	109561	1510713	223562	4528	78068	7306	175504	22841	7564	483982	40859	208330	8825	1069112	0	12602	0	1824786	499410	6294	113319	907148	72426	11868	24462	236032	111186	22260	491328	9256	70804	11437	0	20068	370660	35618	274065	70592	561081	162754
Paraprevotella clara	68148	0	0	0	0	0	0	0	0	0	15107	0	0	0	0	0	0	0	0	0	4835	61347	0	0	0	0	0	223925	0	0	0	0	0	0	0	0	2658	1988	832	0	0	0	9683	0	0	10760	0	0	0	395932	0	0	0	0	0	0	0	0	0	105288	32993	0	0	0	0	0	0	0	0	0	0	3183	0	1085	0	0	649	136	0	0	0	60969	54399	0	0	0	0	0	0	0	0	341	0	0	0	0	0	367895	0	67055	0	0	0	0	77645	0	0	0	0	0
Alistipes onderdonkii	62402	0	0	0	0	0	7112	0	0	0	0	95532	133039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3101	482851	0	9675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36372	0	0	0	0	12154	0	0	2413	0	0	0	0	0	18256	0	0	0	0	0	0	0	0	0	0	0	0	21347	0	0	0	0	0	0	0	0	0	0	0	1911	0	0	0	0	0	0	0	3954	0	0	0	0	427	43946	0	0	0	0
Blautia hansenii	59318	0	0	0	0	0	415	0	1878	181704	0	0	0	0	0	0	0	54163	0	0	0	0	0	0	0	0	0	0	0	7174	0	0	1692004	0	0	0	175446	0	0	84516	0	0	0	0	0	0	0	0	0	0	0	0	2105	100777	394999	0	22842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78847	0	0	0	0	0	0	0	0	0	0	0	9570	10617	0	0	0	0	0	0	0	0	0	0	0	141415	0	0	0	0	113222
