RowNames	CCIS00146684ST.4.0	CCIS00281083ST.3.0	CCIS02124300ST.4.0	CCIS02379307ST.4.0	CCIS02856720ST.4.0	CCIS03473770ST.4.0	CCIS03857607ST.4.0	CCIS05314658ST.4.0	CCIS06260551ST.3.0	CCIS07277498ST.4.0	CCIS07539127ST.4.0	CCIS07648107ST.4.0	CCIS08668806ST.3.0	CCIS09568613ST.4.0	CCIS10706551ST.3.0	CCIS10793554ST.4.0	CCIS11015875ST.4.0	CCIS11019776ST.4.0	CCIS11354283ST.4.0	CCIS11362406ST.4.0	CCIS11558985ST.4.0	CCIS12370844ST.4.0	CCIS12656533ST.4.0	CCIS13047523ST.4.0	CCIS14449628ST.4.0	CCIS15704761ST.4.0	CCIS15794887ST.4.0	CCIS16326685ST.4.0	CCIS16383318ST.4.0	CCIS16561622ST.4.0	CCIS17669415ST.4.0	CCIS19142497ST.3.0	CCIS20795251ST.4.0	CCIS21126322ST.4.0	CCIS21278152ST.4.0	CCIS22275061ST.4.0	CCIS22416007ST.4.0	CCIS22906510ST.20.0	CCIS22958137ST.20.0	CCIS23164343ST.4.0	CCIS24254057ST.4.0	CCIS24898163ST.4.0	CCIS25399172ST.4.0	CCIS27304052ST.3.0	CCIS27927933ST.4.0	CCIS28384594ST.4.0	CCIS29210128ST.4.0	CCIS29688262ST.20.0	CCIS31434951ST.20.0	CCIS32105356ST.4.0	CCIS32452666ST.4.0	CCIS33816588ST.4.0	CCIS34055159ST.4.0	CCIS34604008ST.4.0	CCIS35092938ST.4.0	CCIS35100175ST.4.0	CCIS36699628ST.4.0	CCIS36797902ST.4.0	CCIS37250421ST.4.0	CCIS38765456ST.20.0	CCIS40244499ST.3.0	CCIS41222843ST.4.0	CCIS41288781ST.4.0	CCIS41548810ST.4.0	CCIS41692898ST.4.0	CCIS41806458ST.4.0	CCIS44093303ST.4.0	CCIS44676181ST.4.0	CCIS44743950ST.4.0	CCIS44757994ST.4.0	CCIS45571137ST.3.0	CCIS45793747ST.4.0	CCIS46047672ST.4.0	CCIS46467422ST.4.0	CCIS47284573ST.4.0	CCIS47745468ST.4.0	CCIS48174381ST.4.0	CCIS48507077ST.4.0	CCIS48579360ST.4.0	CCIS48725289ST.4.0	CCIS50003399ST.4.0	CCIS50148151ST.4.0	CCIS50369211ST.20.0	CCIS50471204ST.4.0	CCIS50561855ST.4.0	CCIS51595129ST.4.0	CCIS51667829ST.4.0	CCIS52234160ST.4.0	CCIS52370277ST.4.0	CCIS53043478ST.4.0	CCIS53355328ST.4.0	CCIS53557295ST.4.0	CCIS54027808ST.4.0	CCIS55230578ST.4.0	CCIS55531770ST.4.0	CCIS56503244ST.3.0	CCIS58234805ST.4.0	CCIS59132091ST.4.0	CCIS59903910ST.4.0	CCIS61287323ST.4.0	CCIS62605362ST.3.0	CCIS62794166ST.4.0	CCIS63448910ST.4.0	CCIS63468405ST.4.0	CCIS63910149ST.4.0	CCIS64773582ST.4.0	CCIS64785924ST.20.0	CCIS65479369ST.4.0	CCIS70398272ST.4.0	CCIS71301801ST.4.0	CCIS71578391ST.4.0	CCIS72607085ST.4.0	CCIS74239020ST.4.0	CCIS74726977ST.3.0	CCIS76563044ST.4.0	CCIS76845094ST.20.0	CCIS77100899ST.4.0	CCIS77252613ST.4.0	CCIS78100604ST.4.0	CCIS78318719ST.4.0	CCIS79210440ST.3.0	CCIS80834637ST.4.0	CCIS81139242ST.4.0	CCIS81710917ST.20.0	CCIS81735969ST.20.0	CCIS81887263ST.4.0	CCIS82146115ST.4.0	CCIS82507866ST.3.0	CCIS82944710ST.20.0	CCIS83445808ST.4.0	CCIS83574003ST.4.0	CCIS83870198ST.4.0	CCIS84543192ST.4.0	CCIS85214191ST.3.0	CCIS87116798ST.4.0	CCIS87167916ST.4.0	CCIS87252800ST.4.0	CCIS87290971ST.4.0	CCIS87605453ST.4.0	CCIS88007743ST.4.0	CCIS88317640ST.4.0	CCIS90164298ST.4.0	CCIS90166425ST.4.0	CCIS90443472ST.4.0	CCIS90903952ST.3.0	CCIS91228662ST.4.0	CCIS93040568ST.20.0	CCIS94417875ST.3.0	CCIS94496512ST.4.0	CCIS94603952ST.4.0	CCIS95097901ST.4.0	CCIS95409808ST.4.0	CCIS96387239ST.4.0	CCIS98482370ST.3.0	CCIS98512455ST.4.0	CCIS98832363ST.4.0
Blautia obeum	2106152	111398	2137365	180328	1058297	2194688	213834	66623	51805	573801	1890201	1785282	47876	238785	63628	829449	189411	39585	2256936	1132725	34968	3957	114582	0	64324	0	338175	741261	191599	21557	2652234	60691	109035	332974	147367	5470654	1203571	6201747	361742	1159416	2645	0	2503	45508	660408	471029	204891	530230	47938	230153	274798	343024	14422	498941	696939	683125	574385	6549	103466	819207	25997	504587	0	168055	481684	640930	208897	1231829	984337	73557	46769	1101293	210654	16136	153138	54223	4462750	1575	204210	385538	569538	613689	3329477	464514	8359	479943	2894385	106164	9177	194784	275042	102608	1071150	986897	58131	41620	21424	5248020	116316	390669	288630	200300	2575	215537	501906	744445	290018	635063	195333	318893	337725	2282	387331	266247	193522	4145206	1757674	311350	0	512739	573168	0	2967486	5956136	546057	1025408	2296801	281216	245941	108690	48185	19257	101689	1074275	824638	0	13439	1906600	2967372	5210	5349245	142976	250696	510249	6694	698624	4805	196115	616224	117188	541295	943228	11678	293922	119672	822645
Anaerobutyricum hallii	2082074	10660	680043	23910	549710	1227015	1061929	1176742	367611	1910029	1679079	535638	57963	1389677	42038	801209	235078	61123	1311707	5205473	12012	1075	90811	0	1620	0	1497963	802329	1045037	986029	1011758	32168	173328	1411456	340998	3370396	2792648	834601	297915	3504022	668	0	16657	65998	969084	84144	0	8781361	209243	119311	98836	64352	6641	1111709	680445	228113	5678738	48258	137617	190084	10057	2693626	61545	21982	741307	70579	0	1193402	406638	0	169816	136656	15667	36561	1090217	46490	230429	3021	248738	1496253	1329540	27579	49351	2424629	4516	292936	2755250	245066	746979	149667	343049	233105	28650	481259	208148	19343	37967	7265709	61913	868596	542873	36710	2600	407082	420301	119301	255696	15187	1172368	3081	462452	12192	418217	601825	861251	1937774	1254744	1133165	404468	30691	232890	2924126	2153915	9227895	2935334	1462937	3395208	145524	392263	242531	4249	26133	128314	0	85323	0	0	927578	231022	173048	2174469	1045773	19610	2709009	20630	20979	0	460539	1961943	1222854	499866	1798194	20035	158828	66914	1438687
Eubacterium ramulus	1960422	259383	402858	9289	194696	145993	263180	140346	0	102875	218743	0	0	80710	19518	143768	64044	52129	237703	57016	51603	6405	0	0	140668	0	289092	380912	429066	210956	0	45251	16227	221023	28400	376175	0	213453	639133	259686	0	0	8390	26976	107883	90024	0	170700	13479	14696	61582	0	0	164578	111185	120094	1065979	0	123659	726096	47357	590135	0	11138	65058	33179	0	348978	349270	3589	153277	111070	404	3712	228447	60907	317647	103813	72212	171111	324014	0	0	329909	12591	36186	459475	8663	0	18727	90028	130814	45370	138203	65504	21332	18932	605120	196444	297786	434258	123874	36442	96820	62073	762860	25801	0	401738	493321	59950	0	167489	50811	52842	1676694	106150	186389	415112	97218	52712	0	0	0	50036	230682	0	11606	13476	42658	85368	31790	60574	0	83288	0	0	350442	75240	0	8658	69032	824775	361828	63147	164390	0	0	26969	141822	0	251074	29165	43193	1511704	15096
Phascolarctobacterium succinatutens	1774137	443124	0	0	192335	0	2673781	0	0	0	0	1405838	0	1153184	625435	0	0	1495287	0	4744	721032	0	0	0	0	0	0	1354169	739511	1415792	0	0	0	0	989419	0	0	1147376	2084942	0	0	0	0	0	0	0	0	149344	233833	0	347535	0	817373	0	0	1587405	0	0	0	407704	1119362	0	0	0	0	0	0	0	1551	0	755718	0	0	0	0	0	590468	1204149	0	0	0	0	0	0	0	727482	0	0	1381	59229	0	0	437469	420	0	0	94973	0	0	2113687	0	0	0	1251377	0	661108	0	216311	2061	1423288	705088	0	594464	6791708	2098209	0	0	1199686	0	0	847492	0	0	305850	747667	0	0	0	0	5337	0	2490	47283	0	0	0	0	0	885042	0	0	0	2067347	0	553547	0	31519	0	0	0	0	111693	977563	589999	812471	0
Bacteroides uniformis	1560050	736154	516778	947664	3581711	2170188	65368	4350376	480717	2825535	1941786	762345	931488	2380690	1498460	1345552	6818286	1094685	4608325	2318961	2611204	120620	298355	3692115	14105963	3605	634498	5706474	953630	3581843	2908261	1387444	1400538	2219803	206677	626242	7079523	4479	2325325	162760	35301466	703246	627067	3090883	79148	13746055	6282326	572256	553620	402357	3456114	1346265	31994	233256	1410749	331770	540433	395835	2927486	672994	1572222	10861378	3287293	3400540	919407	714726	25597	183545	1749300	6437320	1414599	2654243	8795078	1763565	3797128	18501846	3122141	8474123	226051	1322276	1259598	2146842	1056	4935782	777623	895200	656455	1239600	10879279	399719	715046	946600	313664	2912346	2136200	1503415	202838	51466	1144227	478556	5605249	676483	475949	3029039	1588272	13068119	186272	52854	5640711	27785923	748161	22483	623257	5800787	745679	4419	4577314	1978571	3036086	422450	781067	14260604	4508257	2201788	1133149	624959	413577	1171637	1024975	635319	9599514	9264725	58024	7214231	9579496	451320	1671183	2044506	15413693	4281806	5766718	152309	6072460	4092520	7277367	6839508	598280	2515831	2035906	7160027	1067100	887175	65999	1283720	2652883	4560499
Firmicutes bacterium CAG:110	1446638	0	0	154	4944	248962	56133	240003	0	81442	5370	0	63789	146920	0	20902	268404	363425	0	0	23051	0	0	0	0	0	4778	1899	23996	0	0	28589	81619	1230328	356533	141001	0	0	0	45529	0	0	2679	14624	0	78438	0	0	146980	95148	0	29674	0	57316	394967	0	0	3664	0	773571	0	286206	0	66058	0	33663	0	6926	0	163401	14056	97247	629938	0	0	0	0	15863	104967	42756	0	0	0	111974	25657	326344	70738	108950	0	0	37694	0	11377	244635	4875	28591	0	5389	0	3649	25042	59087	0	32350	128466	43226	0	0	209915	0	0	0	88780	60325	73676	0	45823	54905	0	1023396	36706	0	0	0	0	35397	0	33083	0	235964	0	1699420	17746	0	106444	0	0	0	0	0	0	171469	0	665686	15166	37527	0	114868	0	106480	0	84859	0	4121	553	195637
Bacteroides ovatus	1266365	275584	404111	20767	166623	24736	0	810747	445106	106081	555178	14601	172592	21238	543278	311703	24516	6434	17600	324563	1194052	160353	10986	70338	354788	0	13080	307249	768926	589677	182244	104741	14524	0	0	91699	31782	206863	419293	0	0	40317	14474	203149	660	0	634475	123276	79343	36703	493115	9726	727760	22241	38104	1230	164766	308973	0	0	6675	0	654172	301159	958776	17779	1200897	58409	2400653	279692	162766	1674790	944911	886098	567358	1736365	177146	585952	5744	350070	2135469	128867	0	174009	67711	3775	202970	420049	5770	805539	197441	1352239	0	144096	52693	277545	145578	19350	0	147523	1404205	280737	3395300	51881	51976	1219089	4793	0	0	375444	1192603	2284320	115014	339835	129666	0	896517	443533	658520	18441	0	79338	1288609	98086	2232	56721	193546	318	43610	18687	314986	2246247	0	8639165	19541	96765	11543	0	4207195	3460882	60042	7113	435346	45972	0	85027	26659	11317	385179	162645	248399	2474	24394	74701	0	37095
Agathobaculum butyriciproducens	977733	27352	373492	14197	221614	105025	109084	149964	0	96743	86219	0	23437	139272	7641	57813	41090	401911	0	137670	31116	0	8804	0	376854	0	118732	28262	50178	54142	113016	19532	77036	406048	71814	682281	214688	213453	319527	188231	0	0	151687	22470	213	88382	380874	34284	113808	23967	192782	0	187962	177213	149475	30204	320494	7505	24300	23966	36685	47710	520131	915641	26731	40763	381856	106034	843394	4403	52613	127013	0	0	32770	234697	496936	23870	54473	82131	263083	137484	0	146816	153297	49213	75534	31427	75224	17027	308	52551	101052	83382	55940	11203	3253	952789	44416	194155	240154	136964	0	33718	13905	288817	6009	51197	633842	150769	196099	0	402121	536736	147068	522483	234973	144569	4408	309102	20360	120053	274698	10100	104948	38240	110786	6159	0	316849	57763	114303	22368	0	11517	0	66471	315471	25449	55206	164022	183612	202261	187667	16268	255240	0	20335	43505	32403	84101	69206	69176	63150	0	103371
Akkermansia muciniphila	939891	57370	494949	28316	320393	702683	4474	318323	66082	619083	551977	0	6563	948916	0	0	439024	11965	544847	755	6978	11661	8964440	0	0	0	0	4198849	0	728210	364726	14552	16940	400968	378322	269315	1582	4286588	1009170	273682	25088806	0	4094731	610438	342543	0	469339	57240	76730	253660	0	478307	2056	3052	624	872	0	2974900	0	12865	0	828505	22493	377207	0	643223	0	486234	33612	8977242	0	0	75594	0	240895	2058419	266404	71954	70470	24439	5473	0	0	314227	765289	261	0	0	637629	0	2056227	380505	0	7134	66094	194683	1111320	1102405	0	28037	0	712882	0	1545895	170204	12328	766748	0	0	6161	10504	5134043	6013	0	1432	1688	0	5030	0	680	220194	57086	0	121749	875242	1843052	0	0	9285	28502	16668	1219881	652538	0	720842	1285125	0	8809	0	526304	0	540245	1884084	848362	413773	26182	0	818095	28573	0	0	0	0	0	0	4071319
Roseburia hominis	862216	826	650065	2504	51711	261279	174867	14731	13483	15395	1344230	0	9623	189707	543027	72701	155522	251515	15316	9582	6637	0	19430	34540	0	0	1794277	174437	1031786	33253	465418	121389	0	105990	177708	7831	701390	10554	6384883	204276	0	0	70346	44431	0	448271	0	6174	44073	967	563896	5801	2982	3700	41614	2541	0	5955	85579	52922	18552	74466	0	310877	4488	1358	0	94234	40883	0	0	169077	0	0	301988	667172	149121	69055	21769	3086	0	189972	0	90304	263688	9603	12392	0	921	56956	0	12027	52182	46076	12412	213570	261204	117542	6697	4231	673822	163798	0	46267	20188	364336	7533	257229	113423	28788	18654	0	47968	207712	25904	7104	101106	393318	153542	27475	336281	38003	0	0	4537	38861	66620	64583	0	78330	114439	22500	6284	0	54781	0	0	4044452	20905	54504	33587	7574	77622	20082	144357	481862	19785	0	0	95709	225302	7716	28477	14687	0	4222
Ruminococcus bicirculans	860186	0	0	24514	0	324657	3061	635159	0	152033	1883976	1227021	28524	2886478	2989319	583943	0	0	2234	418914	144081	0	123122	830	1242867	0	2270721	0	0	6691	4958322	160389	43051	233494	0	3102879	0	0	7256	0	11944	0	0	110520	678953	877668	0	296091	40238	0	0	0	0	174168	1996271	0	0	226770	0	0	5263	0	0	51364	1261685	0	0	1358575	0	0	76238	8159310	3305	0	86740	968990	0	319517	38242	1137989	237799	2117	0	0	34295	196379	1765199	225963	8666	1526598	184162	2725954	0	0	0	0	26891	15908	0	128290	0	471872	0	728207	24191	587758	78527	0	525120	0	2061687	0	367218	0	0	1714899	0	0	0	73302	0	0	292807	0	0	0	0	36969	0	11544	4090482	82671	0	0	0	0	0	512685	0	3329384	1040946	2064734	10208	260391	18992	0	0	553658	0	348570	4419	2661	0	899557	0	23353
Alistipes shahii	694620	5658	14424	23571	47856	97714	8948	7785	20702	770	173191	65444	29475	163363	15084	61190	0	137804	43676	15784	14489	2256	0	64571	0	0	751	33420	216266	191332	23997	4051	114476	24169	102974	3623	51900	16312	27535	344	0	1498	34957	2117	0	83898	3331	3046	426	8341	60963	269068	11702	58412	7574	96473	0	83973	0	81724	0	3330	7622	0	63542	58702	197961	139	65139	26376	43960	83338	0	0	45429	326734	84009	40864	32813	35724	0	94040	0	144193	261329	63647	79207	0	342397	98089	81435	26528	0	50301	0	47412	2282	958	9847	23974	170591	60806	0	222108	67218	130654	2246	32610	0	93089	61579	0	10368	155788	52911	17568	121429	24378	192313	57002	3447	0	111358	18053	0	42424	857	17452	5773	70394	92105	409107	5943	5724	41441	361153	819913	92915	62924	231828	48705	15207	503297	313428	8225	497516	0	4604	10722	119017	0	38294	10542	11528	100772	253642
[Ruminococcus] lactaris	671484	320655	0	732900	377688	234357	0	3269	2646	0	0	0	3361	0	0	1359696	0	18334	2058503	1034	0	806	299016	0	669984	0	1474	22042	0	0	287	283139	0	1469034	13099	0	43184	1246371	0	0	0	0	0	551068	0	505036	0	860491	50906	866071	0	31948	0	791647	0	1660274	92920	0	583191	2054106	0	0	0	455558	0	4715	0	561810	170186	0	259512	0	0	0	76680	740233	0	73015	33412	769843	786593	0	4726	1881338	8329	1088415	0	1084560	2604	0	39563	532297	1287318	143306	858598	328252	0	836030	0	26093	1444020	433883	260	282602	397705	67145	74843	22229	0	0	0	0	411037	1979981	27673	5899368	231055	0	1904615	0	0	0	2477986	0	2845663	0	0	254060	0	0	0	84507	4640	0	843546	0	79096	947080	0	0	0	24371	981	1152830	1491411	45815	77271	0	7989	0	139	852224	368507	557480	35907	1176998
Bacteroides faecis	593573	3780	0	0	0	0	0	0	0	0	0	126305	0	0	154719	0	0	2343	0	183719	1156231	0	0	0	0	0	0	0	0	1094682	73336	0	126390	0	0	0	0	1062358	0	0	0	0	0	293525	0	0	0	0	0	0	122475	0	16371	0	0	0	0	0	0	0	1702	0	0	0	0	0	0	0	0	0	550327	0	0	0	0	0	0	0	0	0	941013	0	0	0	18819	0	0	0	1673711	0	114290	0	0	573041	0	233202	10095	0	0	1087562	0	301938	0	0	0	0	10679	0	0	5676363	0	2761	0	0	1149	0	0	0	0	0	0	2480686	0	158167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2477	0	0	0	333838	0	0	0	0	0	0	0	0
Parabacteroides merdae	591901	418656	624389	206770	424396	601003	133657	340240	72128	772154	1122464	109193	183966	486507	465688	0	1915196	247413	589363	1128425	910570	66870	0	0	0	0	410150	1502584	394138	3160694	1236069	226951	0	0	80276	222	1175496	546230	1122115	0	277322	45916	66043	221886	42621	898833	0	197985	35273	151296	398291	146197	148275	83399	0	254898	89192	0	1873086	198179	260196	0	743209	1066224	0	99373	1328	0	2360	190112	1450018	1046822	0	0	644813	0	108073	1685355	121848	0	0	1208197	0	618890	205089	0	590658	0	8981	1394411	435217	483231	85903	601401	190215	0	63691	46221	0	1331417	1086913	856848	0	410916	404982	0	18780	257612	918286	0	646996	2148742	127130	538949	1925644	0	0	4063720	524	1575583	441665	0	0	1944903	161503	873114	52587	696595	0	173804	2789107	8350	487374	55312	499151	60185	104537	1212778	383650	0	388295	112958	899723	323329	202277	1705641	0	57137	65127	271694	204593	0	9322	669	1093552	86264
[Clostridium] leptum	534336	613	129203	0	10211	6507	1067	3535	20330	12852	1395	5167	547	13461	0	1193	1671	17490	47261	37842	0	0	2382	19786	0	0	0	17524	3975	46476	23808	0	956	36410	1968	20425	90083	517484	2618	15179	441	0	0	0	15168	6213	6256	19298	0	2028	0	34486	238	20263	11741	0	128813	63254	12706	3488	0	65911	17437	1226	17981	394961	32587	238025	1618	9599	9939	10991	3426	0	8406	2256	4023	20266	0	356	0	9492	1763	21605	0	29628	3011	4746	17950	0	65137	29544	2271	113190	0	1149	0	154129	12902	11282	77982	1506	0	10520	1277	5686	20783	0	7859	2420	15308	17036	0	18267	2305	84833	99993	21076	22726	9661	0	28591	13468	115973	9981	10194	23301	0	6094	176434	2109	9508	0	0	2759	11838	925410	10911	12217	16302	32268	2531	27076	6785	4002	9210	490	6604	0	9354	1810	167893	0	0	0	4006
Coprobacter fastidiosus	532892	60711	648	0	0	0	0	832523	317570	30496	863882	0	8802	8597	42817	44256	14374	1477	8414	0	22895	0	0	0	0	0	276246	0	0	474272	3632	58775	37069	0	0	0	0	79371	297699	0	0	0	0	35764	0	0	174072	3291	0	0	0	0	0	11803	0	0	0	0	66471	0	35491	0	0	114111	0	0	444154	1876	0	0	0	49705	0	0	0	171001	8477	195840	0	16126	0	11029	0	350178	0	0	0	0	64335	0	162833	0	21829	83357	6679	51595	2835	0	0	48864	189828	109556	1015	157820	70532	0	0	0	54526	355966	933	0	0	34701	140542	1156758	10518	651651	0	0	178153	0	96120	1628	292636	826839	0	0	0	0	291646	0	0	0	29352	0	0	65750	252252	0	0	0	18323	0	0	673882	0	19894	0	48975	0	0	0	6824	706578	16681
Lachnospira eligens	445982	325794	4121841	61326	57029	557179	5379709	826564	87699	1755961	1880754	2870947	715898	623609	15753611	864835	0	0	667192	4138632	447670	4105	922881	2771600	293632	0	694880	949464	325438	7659796	21065	1473072	181256	4012941	1722153	23715	672149	0	0	1453156	22124	0	88156	3940866	1135	162139	0	182534	153602	743084	2215649	1444922	10394	3180340	1263038	0	0	25554	3480142	2162696	422202	6073	0	3131193	28067	2439435	0	4700821	1283435	12314	2183409	5539005	0	0	210216	2608167	85685	0	1836555	1333251	2158242	0	0	609155	26472	1190967	1396953	1014856	2116	152905	45730	2253	0	1811676	424047	2636111	1527088	3316004	0	1047112	12355002	754745	2160	2920795	461624	1325269	626537	0	3204170	396483	85495	0	1792394	14610108	1742646	95358	1106019	309139	2989751	4314007	3276643	0	4355961	0	0	1086988	1522879	1924814	201089	3601487	0	772944	63398	0	689824	0	2131	383098	807	649024	0	6621204	327756	120291	6359248	2858016	0	577486	0	1272178	0	1551466	218997	1017261	0	3797521
Coprococcus catus	426692	71739	228060	82893	217988	184659	168917	131352	0	582723	33013	592186	1358	316839	137708	209695	89991	154395	92797	319250	26402	13686	227320	0	5656	0	12718	207607	32531	107520	434744	60043	487934	321900	132193	0	0	0	548633	328666	0	0	45383	46543	0	5128	0	11474	108476	18240	256535	161750	0	181368	197579	34836	13438	32439	78331	47327	118355	426502	0	56678	42619	13278	0	201634	153876	35590	128068	146332	1612	0	0	46748	186741	190504	81141	121189	0	0	73136	0	31671	127918	197117	179105	230117	308718	222512	147448	112428	596430	77782	15418	45955	1990663	56443	358481	236534	69884	0	122835	70033	0	32276	88934	251920	16905	287856	0	260189	341146	199879	399185	417497	134143	0	315801	76638	171469	0	12962	789644	109573	507925	12958	18136	115023	0	57103	43609	0	185636	0	0	240292	664006	0	368372	115937	0	0	20152	77557	0	118216	119410	109398	0	117837	18791	40455	22736	227581
Parasutterella excrementihominis	425164	26979	0	0	173847	53687	0	0	0	0	0	0	6483	4431	11270	0	23678	0	167192	0	38227	0	189115	22364	0	0	0	639319	0	47091	18504	0	9841	45436	32676	50831	303316	0	0	11035	0	0	11720	71644	0	17358	0	157250	29005	8785	8127	9245	0	0	51763	5288	82147	0	47123	28875	0	0	42368	133453	642351	0	0	0	356574	31243	0	16630	0	0	110714	0	0	5307	5830	75498	591213	0	0	68243	0	37248	17245	0	44117	0	66926	5939	0	5611	0	13447	0	0	0	48067	63919	0	7608	6746	0	0	37028	0	312964	101029	78678	0	0	65371	0	0	0	38214	697673	0	1902	646211	38849	17722	3064	384281	19133	81980	19467	2270	66624	401171	0	71305	0	172564	0	9966	449	374166	0	0	0	30299	1977	0	0	69472	1813	78544	261038	0	0	0	32080	36271
Bacteroides caccae	369765	444644	642055	707857	567168	159110	146580	327483	1003778	1123096	0	0	193162	1268115	0	182976	1411106	16305	316653	25562	343860	0	531870	0	0	0	374458	3370264	167775	1540303	290627	383057	0	0	4893	116026	0	583916	375754	0	3863519	0	86033	254639	0	1151995	1533122	478429	165507	256164	418790	1155586	265373	759033	557087	199150	144989	20176	0	269970	52826	0	0	2310681	560295	124327	0	145110	2825469	19582	52315	983498	0	0	206560	0	149429	3184	468908	0	521519	0	1642	1789845	0	243995	435360	628870	0	979535	450314	235637	196423	431490	154632	840187	319377	43563	0	59269	720462	0	0	71001	213489	1105309	20949	608332	0	0	0	1604	505823	134603	77459	0	265538	0	0	682952	0	984299	0	1638970	620982	757206	28286	347124	33415	146662	2882556	1394318	237563	195171	1085285	29104	15638	48893	0	0	0	454001	1823035	487805	403603	5204471	418887	192366	209624	814517	0	222696	0	6874	0	0
Eubacterium ventriosum	350080	487167	0	117423	443332	222197	144695	414673	103405	1085738	243902	0	26168	135273	161080	25966	0	0	201196	350786	20620	5129	2154	0	0	0	42236	0	32429	1143555	826715	268460	0	681205	0	0	0	1210324	30928	128630	0	0	0	225959	0	141285	712855	139928	95458	175400	6328	25723	771	107809	412109	4410	651681	0	56129	0	582305	62708	0	0	388972	166111	0	318338	315733	0	477920	188667	0	0	38545	63042	20055	32408	8175	93599	0	0	0	799450	265	625571	598925	336638	0	12482	0	360160	282514	775368	70441	84429	0	818576	530917	682759	3122765	53183	0	11410	113803	11955	0	0	1920816	174448	1024448	2315	93426	372323	553160	492948	954	1342089	2969861	0	263701	0	864566	0	425427	263676	541273	38748	25843	107802	0	88291	0	0	54381	0	0	508133	574377	983852	169568	1003612	0	1816	85078	167466	0	368375	311955	194595	748	0	0	315957	0	0
Dorea longicatena	294856	168442	2512277	314085	1111920	690402	2153691	374545	42006	1886307	871037	0	97366	1035894	66538	861506	98651	370368	1689760	4712860	43531	35164	820136	1013	227373	0	1248883	33975	311898	531733	112135	413106	65475	2729860	376067	2884932	707222	7776064	5729649	2422162	588	0	97096	261471	628287	924761	999678	1493973	781171	500997	1009551	407126	94343	1240898	715654	575328	842345	195231	422917	135014	89048	2273143	0	208109	875280	250066	722140	1005667	1485141	69678	442636	1357117	91807	57169	527712	273028	2166345	2033081	648217	542926	739475	0	1132384	1544554	15435	412266	1660618	946559	2919	897838	1318776	891161	1235498	729417	283921	166552	59340	9372904	264259	2943339	1611527	893393	760035	771024	466359	783052	43167	525725	2933383	1293529	1756287	14089	1468795	3701523	1990901	8589453	1121650	2143061	0	348627	443673	1831334	0	137262	2252678	1082112	7869748	178280	567318	233490	61183	155624	587816	0	573974	6527	0	1174689	577847	0	1699251	2037196	346291	606682	60767	167419	0	894747	466227	0	4816	1637341	165012	125387	3311663	1107805
Firmicutes bacterium CAG:238	235178	0	0	0	0	0	69382	0	0	0	3735	0	0	37900	0	0	134486	0	0	0	0	0	0	0	0	0	0	1974	0	0	0	0	130862	31568	113441	0	0	0	0	0	0	0	70523	90794	0	458	0	0	0	45789	0	0	0	0	1965	66502	0	13692	0	0	0	0	0	0	0	20580	0	0	0	8191	0	0	0	0	0	0	0	0	19099	0	0	0	0	0	0	17087	1300	18233	0	53548	0	0	0	5347	0	128237	0	0	0	574	103963	0	0	0	10705	0	0	0	61577	0	0	0	0	8316	0	0	0	0	0	44550	9157	0	0	0	0	4184	0	9187	0	57598	0	0	0	0	33585	0	0	537	0	0	0	149097	0	0	0	0	0	1293321	0	845	0	53325	0	0	0	310140
Odoribacter splanchnicus	197062	54807	150927	121758	286089	291547	32090	179790	98650	225844	1412288	157029	35462	740627	268950	75993	68610	18745	259111	426790	223560	17228	308644	208492	184468	0	709992	4780	180831	508780	91475	252008	270692	421692	169768	1955	276163	169923	955884	6535	0	0	226815	303551	11044	139714	59697	28592	74088	114134	183852	831558	6445	370968	283280	1558778	0	178211	84358	770899	54383	0	0	768110	517527	264836	598593	37929	11415	75154	190927	353571	2406677	0	210200	257577	428128	438639	118948	123930	121722	444950	0	343701	180398	290900	279174	463150	689790	593056	1256640	109506	18400	483610	157733	164890	61766	8129	52783	173090	671718	234138	4438	827649	78445	0	2117	0	533934	666095	230415	0	133875	989187	502003	4351880	363762	195366	485284	193958	457879	113399	344630	654640	133962	940120	19663	473562	38982	55229	386221	73787	776216	0	327568	15704	329104	18764	326086	562650	357964	197632	654062	586557	314168	2403682	0	435230	20773	265502	64474	116788	11161	62074	270250	242775
Oscillibacter sp. CAG:241	186619	0	159813	0	2972	24759	47722	9080	0	1097600	12765	36131	0	1033322	70207	60106	618890	85902	126957	84417	14557	21514	0	0	109319	0	13986	2133517	1624	26114	0	1929	22573	51117	551510	565	656389	0	3903	24283	214	0	252842	24582	466	381049	0	0	9049	72249	74718	154504	0	63862	5140	1192	0	5905310	110	270640	15845	302900	0	129265	525	161904	0	0	25907	2919236	88256	69608	104663	0	119	0	0	124394	9486	12428	1103	2447534	0	0	64981	145925	39616	112605	7600	62953	22085	606664	60467	150258	0	30461	41418	8202	25837	18261	237861	403695	0	6551	81528	163794	18215	0	110164	130448	224064	0	38138	61396	247007	0	34421	19304	3157	556408	54856	7494	0	578538	773	325148	597	7185	0	162377	39356	12292	421081	0	184057	2737447	9524	55713	0	0	505938	26656	4076175	13642	11277	541788	0	4057	0	7127	2960	23497	40434	41698	230184	905056
