RowNames	CCMD10032470ST.11.0	CCMD10191450ST.11.0	CCMD11006829ST.21.0	CCMD12232071ST.21.0	CCMD13071240ST.21.0	CCMD13934959ST.21.0	CCMD14479708ST.21.0	CCMD15562448ST.11.0	CCMD17410933ST.11.0	CCMD18579000ST.11.0	CCMD18829815ST.11.0	CCMD18872694ST.21.0	CCMD19168690ST.11.0	CCMD19497912ST.21.0	CCMD21593359ST.11.0	CCMD21703880ST.11.0	CCMD22852639ST.11.0	CCMD23101338ST.21.0	CCMD23541216ST.11.0	CCMD25475945ST.11.0	CCMD25511638ST.21.0	CCMD25963797ST.21.0	CCMD26625622ST.11.0	CCMD26709089ST.21.0	CCMD26925580ST.21.0	CCMD27463710ST.11.0	CCMD27867141ST.11.0	CCMD28738636ST.11.0	CCMD29706695ST.11.0	CCMD30626189ST.11.0	CCMD30627121ST.11.0	CCMD31009081ST.11.0	CCMD31134579ST.11.0	CCMD32288175ST.11.0	CCMD32965613ST.11.0	CCMD34381688ST.21.0	CCMD35081859ST.11.0	CCMD35633353ST.11.0	CCMD35801800ST.11.0	CCMD35802077ST.21.0	CCMD37575804ST.11.0	CCMD38158721ST.11.0	CCMD39157124ST.11.0	CCMD39882286ST.11.0	CCMD40701343ST.21.0	CCMD41202658ST.11.0	CCMD41521570ST.11.0	CCMD42428553ST.21.0	CCMD42956136ST.11.0	CCMD45004878ST.11.0	CCMD45812507ST.11.0	CCMD45988061ST.21.0	CCMD46222674ST.21.0	CCMD46727384ST.11.0	CCMD46947453ST.21.0	CCMD48236717ST.21.0	CCMD49025643ST.11.0	CCMD49461418ST.11.0	CCMD49942357ST.11.0	CCMD50071957ST.21.0	CCMD50300306ST.11.0	CCMD50529145ST.11.0	CCMD50538120ST.11.0	CCMD51154251ST.11.0	CCMD51228890ST.11.0	CCMD51864103ST.21.0	CCMD52117727ST.11.0	CCMD52145360ST.11.0	CCMD53508245ST.11.0	CCMD53522274ST.11.0	CCMD54057834ST.11.0	CCMD56948710ST.11.0	CCMD59540613ST.11.0	CCMD59583015ST.11.0	CCMD60079086ST.21.0	CCMD63399960ST.21.0	CCMD64503764ST.21.0	CCMD64776337ST.21.0	CCMD65222621ST.11.0	CCMD65406197ST.11.0	CCMD66848156ST.11.0	CCMD67373733ST.11.0	CCMD68973846ST.11.0	CCMD71242853ST.11.0	CCMD71915439ST.11.0	CCMD72666896ST.11.0	CCMD72690923ST.11.0	CCMD72895164ST.21.0	CCMD73128545ST.11.0	CCMD74592084ST.11.0	CCMD74930188ST.21.0	CCMD75147712ST.11.0	CCMD76222476ST.11.0	CCMD76409700ST.11.0	CCMD79349503ST.11.0	CCMD79987997ST.21.0	CCMD82866709ST.21.0	CCMD85481373ST.11.0	CCMD85661207ST.11.0	CCMD86114146ST.21.0	CCMD86707194ST.21.0	CCMD87156761ST.21.0	CCMD88272491ST.21.0	CCMD89107682ST.11.0	CCMD89306485ST.11.0	CCMD89643949ST.11.0	CCMD89967135ST.11.0	CCMD90311071ST.21.0	CCMD92404903ST.11.0	CCMD93344354ST.21.0	CCMD93755960ST.11.0	CCMD95431029ST.11.0	CCMD95433940ST.21.0	CCMD95676152ST.11.0	CCMD96553385ST.21.0	CCMD98198513ST.11.0	CCMD98531134ST.11.0	CCMD98702133ST.11.0	CCMD99440714ST.11.0	CCMD99929634ST.11.0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST
Christensenella minuta	0	0	44140	0	0	0	7209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9667	0	0	0	0	0	0	0	0	4043	0	0	1026	0	0	188	0	6548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	862	4194	0	0	0	0	0	0	25043	7528	2178	6912	0	0	0	0	0	0	0	0	3690	14235	0	0	0	0	0	0	0	0	0	0	0	0	0	4418	0	0	0	0	0	0	0	0	0	0	0	73589	0	0	0	0	0	0	0	3592	0	0	1301
Streptococcus oralis	0	0	41269	0	12261	0	0	0	4881	0	0	1515	4183	55425	0	87055	0	1920	0	0	7765	429	0	0	0	26532	0	3655	0	0	0	11301	0	0	0	0	0	7843	0	0	0	0	0	0	17720	0	0	0	12134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55490	4236	0	0	0	0	0	11196	0	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	8755	0	0	0	0	0	0	0	0	27038	2593	0	0	1480	0	0	14134	0	0	0	0	0	1866	0	6027	0	0	7311	0	0	0	0	0	0	0
Peptostreptococcus stomatis	0	0	40760	0	0	0	0	0	0	0	0	24454	3045	34573	29800	34335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29719	0	0	0	0	0	0	1885	0	0	0	65191	0	0	0	30401	0	0	0	0	0	0	143007	0	0	0	0	0	21987	0	0	0	0	0	0	0	0	0	0	0	10956	4733	0	0	0	0	0	1416206	0	0	0	0	0	0	0	0	0	0	0	7613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7004	3600	0	0	0	0	0	0	0	0	0	0
Lachnospira pectinoschiza	0	0	39074	0	625042	829258	587368	1207	1848093	849678	1325779	0	0	0	144644	0	60405	113742	734331	1193942	0	1763086	4422	0	4317	80968	0	0	1335945	379850	14007	0	87989	0	319726	0	103235	0	1361840	2967522	2107035	619	1063133	15709	457	68083	850736	1737778	0	0	0	0	1042458	651903	4588515	217789	0	952313	345362	377991	1847	4722	0	137085	0	4859352	0	122586	641448	0	0	514177	9631	3460121	0	1784502	0	1436835	127806	254649	42597	101732	0	0	0	0	2802	638693	1267297	1522306	1218210	0	786896	292211	0	0	38445	518142	612456	11408	12673306	338373	1061	0	147288	96292	0	2949694	402	0	1032751	100517	348063	79859	2907	180107	27423	514688	555	0	0	0	0	4955067	2715329
[Clostridium] scindens	0	0	38173	0	0	0	0	0	0	0	0	0	0	0	3210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	918	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9794	0	0	0	0	0	0	5174	0	0	0	0	0	57898	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0
Anaerococcus vaginalis	0	0	28008	0	0	0	0	0	0	0	0	88	0	0	0	22052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12700	1448	0	0	0	0	0	0	237984	0	0	0	0	0	0	0	0	0	0	1774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoflavonifractor sp. An184	0	0	26381	4256	0	0	0	0	0	0	0	0	0	97969	0	0	0	0	0	7700	73458	11249	0	0	0	34299	0	0	0	0	0	347	2133	0	0	0	0	0	0	0	0	1371	0	0	0	0	0	0	0	0	0	0	0	2043	0	37610	52071	0	0	0	0	0	0	0	109560	0	0	0	0	0	0	0	0	0	0	0	0	0	1038	53084	0	0	0	0	0	119382	7605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4975	1065	0	6658	0	1953	4479	15167	0	0	107515	0	0	0	0	5851	2091	0	0
Ruminococcaceae bacterium D16	0	0	19504	5509	748	0	0	0	28112	0	0	0	0	18823	0	0	1217	0	0	0	13709	0	0	0	0	3632	0	0	0	0	0	0	0	3414	0	0	0	0	0	0	0	0	0	0	0	0	0	53797	0	0	0	0	96	9488	2648	1251	0	0	0	0	0	0	0	661	4681	35170	19903	64008	1328	0	0	0	0	0	0	6792	0	0	24067	439	0	0	0	0	2563	46097	5356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2596	92	0	0	0	0	0	2626	0	1844	197479	0	0	0	0	13894	5773	206493	420
Enterocloster citroniae	0	0	17017	0	12178	12873	6652	0	0	0	785	0	11149	878	1009	0	2740	0	0	3684	475	27295	16620	27064	31015	0	18619	0	0	0	422	0	0	0	2146	3756	0	30883	13057	11364	722	241	0	0	219511	0	0	0	0	0	0	5251	0	1289	0	0	21225	0	0	0	476	0	0	21169	0	14385	0	1313	0	0	0	0	11356	0	15246	26987	30938	0	3131	106	0	185	0	2374	38150	12977	0	10770	3989	0	0	0	0	0	0	64455	0	0	0	0	18386	0	32112	3877	0	0	0	2709	66617	505	0	0	29755	0	32748	389	0	0	5754	0	0	2641	6416	0	7609
Hungatella hathewayi	0	0	15498	46355	19599	66519	20166	0	0	0	0	0	9030	0	204039	9887	0	0	0	0	1781	1335	2006	65	0	0	2224	1704	0	0	0	0	0	0	0	1741	0	48817	0	102250	0	865	0	0	559294	0	0	409	0	0	0	0	0	0	0	0	106169	0	0	0	931	0	0	4059	0	11987	11913	25273	0	0	0	0	0	0	32876	189	12021	6136	12082	41486	0	0	0	740	17433	932	0	0	2725	0	0	0	0	0	0	1210	0	0	0	275	0	0	14053	0	0	0	0	0	0	0	0	8488	0	3549	29381	0	2066	0	2552	0	0	0	3700	8398	7998
Enterocloster aldenensis	0	0	14346	0	0	936	19721	0	0	0	0	0	0	0	0	12386	0	0	0	0	270	857	1431	4928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131345	0	0	0	0	0	0	2466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5090	0	0	0	0	0	0	0	75467	0	8129	2791	0	9382	0	0	0	0	0	2501	0	0	0	0	0	0	0	0	0	431	0	0	0	0	0	0	42252	0	0	0	0	0	2730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210
Prevotella sp. CAG:279	0	0	13228	0	0	0	0	1862406	664	0	0	0	0	7318844	0	214595	494	0	0	0	0	0	0	0	0	0	0	0	1330123	0	438248	0	0	0	5001380	460251	0	0	0	0	0	0	2138773	26396	0	267912	0	0	0	0	0	85902	0	0	0	3085	0	0	0	0	0	0	0	4724	0	0	0	0	0	0	0	0	1140742	0	0	0	2127532	0	2414114	0	0	0	0	0	0	0	5277811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2579513	1823800	0	695828	1217682	0	0	0	0	0	0	0	0	0	1363587	0	0	0	0	0	0	0	0	0
Mogibacterium diversum	0	0	12952	0	1332	0	0	0	2581	1761	0	4507	1245	29471	3605	6788	0	0	0	0	3015	0	0	0	0	41815	0	0	0	0	0	0	0	0	376	0	0	5709	1456	2890	0	0	0	0	7527	0	0	0	0	0	0	0	0	0	9158	0	0	0	669	0	0	0	0	0	0	0	7577	0	0	0	0	0	244	4600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5906	0	0	0	0	0	0	908	1055	0	0	13832	0	0	0	0	0	0	0	6445	0	653	0	0	0	4487	0	0	0	0
[Clostridium] hylemonae	0	0	12135	0	0	0	0	0	0	0	0	0	0	0	30657	0	0	0	0	0	0	0	2291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5160	0	5056	0	0	0	0	0	0	0	0	0	0	0
Eisenbergiella tayi	0	0	10507	6083	1795	239136	92006	0	0	0	0	0	19943	0	103363	43078	0	4078	0	0	23697	7747	0	14776	0	0	11685	0	0	0	2149	0	12525	4093	0	0	0	953	0	0	0	0	316	0	0	0	0	252977	0	0	0	594076	0	0	0	0	11624	0	0	0	0	0	0	0	0	0	0	9497	164549	0	0	0	0	0	83678	3294	11068	58516	3598	949880	0	0	0	0	136858	0	0	13548	0	0	11278	0	0	0	5403	9683	0	0	0	0	0	0	0	0	0	0	267	11858	0	0	0	0	0	34334	49986	0	0	0	4816	0	0	19916	0	0	1637
Bacteroides finegoldii	0	0	8938	0	0	0	0	0	1231391	0	530151	70541	0	0	51124	0	0	0	61234	0	9190	118625	17748	0	0	0	0	0	0	0	0	0	0	0	0	0	247463	75840	2593392	759932	0	0	0	0	368	0	0	0	0	129853	0	33644	1303692	0	971998	0	0	0	0	0	0	0	19681	4781	0	0	0	0	383830	0	0	0	0	0	617341	379452	0	0	125600	0	0	266195	20550	84570	0	0	0	0	266583	269649	0	0	172939	40631	714	0	0	0	61116	0	0	0	0	0	0	0	0	0	0	0	1832	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Clostridium] innocuum	0	0	8504	8563	4383	282917	0	0	0	0	2256	0	5681	0	395	268237	0	238	0	4939	6643	3189	0	3770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1196	0	0	0	0	685187	0	0	41004	0	0	0	21672	0	0	0	0	265	0	0	0	0	0	0	0	0	0	13655	169	36117	0	0	0	0	0	0	0	0	0	2592	139615	0	0	0	0	86886	3681	0	0	14064	1042	6345	0	0	0	0	0	0	0	0	0	0	0	11790	0	0	0	0	0	0	0	0	0	8092	95595	5225	0	0	0	0	0	0	0	6559	6520	1113
Roseburia sp. CAG:471	0	0	8429	2846	0	425	0	1258	359536	0	0	9600	111	0	20390	0	0	1631	0	230	0	1294	0	0	402	3295	0	0	32745	7661	564	19221	3745	0	430	1177	13912	10075	0	1372	175	0	0	1319	5364	0	10768	4272	287	80374	0	0	536	85	35376	0	0	411	0	966	0	0	31945	0	0	139936	278	1923	0	23553	27045	0	410	2033	0	2507	0	0	902	0	18450	0	0	79	500	0	6739	412	0	0	2023	0	0	702	89	3708	0	0	129	57550	5064	142148	0	451	0	21845	0	1201	0	0	0	0	0	0	2962	0	0	65	0	0	1092	0	208033	1863	787
Christensenella hongkongensis	0	0	8045	0	0	0	0	0	0	0	0	0	0	0	296	0	2764	0	0	0	8490	12568	0	0	0	6871	0	0	0	0	0	0	0	0	0	0	0	16215	0	1605	0	1678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3549	17458	0	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3636	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus obeum CAG:39	0	0	6727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44774	0	0	0	183471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18669	0	49453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10640	401235	0	0	0	0	0	0	0	0	0	0	0	0	0	6055	0	0	0	172	5695	0	0	35913	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces sp. oral taxon 181	0	0	6359	0	0	0	0	0	0	0	1977	0	7286	0	0	0	0	0	0	0	0	0	0	0	0	5135	0	0	0	0	0	0	0	0	0	0	0	3030	4321	2858	0	0	0	0	2186	0	0	0	765	0	0	0	0	0	0	3730	319	3322	0	0	0	0	0	686	0	368	8322	0	0	0	0	0	19750	0	0	0	0	1980	266	0	0	0	0	0	0	0	0	0	0	0	9867	671	0	0	0	0	0	0	0	0	788	0	1909	0	0	0	0	0	0	0	0	0	0	0	12075	0	494	1263	0	0	0	0	0	0	0
Harryflintia acetispora	0	0	5959	163	6996	0	0	0	0	0	0	0	0	7430	0	0	0	0	0	0	0	41223	0	0	0	7441	0	0	0	0	0	0	0	0	0	0	0	12559	0	0	0	0	0	0	0	0	0	14400	0	0	0	4946	0	606	0	0	0	0	0	0	0	0	0	0	983	1661	0	0	0	0	0	0	0	0	0	2157	0	0	10327	0	0	0	0	0	986	0	0	897	0	0	0	0	0	0	0	0	0	0	0	1695	0	0	0	0	0	0	0	0	0	1293	0	39217	0	0	0	0	477	0	2673	0	0	3606	0	0	0
Lachnoanaerobaculum saburreum	0	0	5316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. CAG:58	0	0	5249	430840	695644	0	21090	22910	0	18926	11515	7648	0	1126	89582	0	124845	0	21682	128098	380579	171477	0	0	0	185127	0	0	0	0	0	46097	11661	26534	51362	0	170666	55838	67838	440226	6554	1972	7343	0	0	0	0	139545	0	0	80343	7294	0	170806	219166	0	0	0	0	41229	47743	0	5365	0	0	34934	0	0	7738	0	15152	0	748700	0	17874	40411	0	0	0	0	0	0	18796	23810	459658	0	0	382811	284247	0	86577	1421	36081	0	0	0	0	10383	32462	0	0	0	531709	10827	116170	0	0	0	0	123540	0	350046	0	515233	0	1768	41368	0	72111	0	0	525564	445145	0	179934
[Eubacterium] sulci	0	0	4665	0	3165	0	0	0	3667	380	0	0	0	1031	0	0	0	799	0	5551	6670	4994	4123	0	0	0	0	0	1094	0	0	0	721	0	4333	0	0	2622	309	13246	0	0	0	0	1829	0	0	9088	0	0	4081	0	0	0	1500	362	0	0	0	0	0	0	0	0	0	1710	0	0	0	0	700	0	0	3192	0	0	0	0	0	0	0	0	0	0	0	0	0	2430	0	0	0	0	0	0	0	5467	0	0	0	0	0	2713	0	0	0	0	0	0	0	0	8219	0	5298	0	6212	0	0	0	0	0	0	0	0	0	0
Gemella sanguinis	0	0	4398	0	0	0	0	917	0	0	0	6940	11717	11361	1503	0	0	629	0	821	10694	2547	0	0	0	9980	0	791	0	0	0	0	1140	0	3740	1902	0	0	1532	693	0	2292	0	4623	12378	0	0	29128	23766	2804	5313	0	0	0	15703	0	0	0	3845	1828	0	0	0	0	0	556	7801	0	0	0	632	0	0	12299	0	0	0	0	853	0	0	0	0	0	7750	0	0	0	0	1112	5698	0	0	0	0	8097	0	0	0	0	1203	1220	6329	1433	0	0	12480	1767	0	0	5367	0	5804	0	3401	0	770	0	0	0	3967	0	0	3814	1931
Blautia argi	0	0	4323	15006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus mitis	0	0	3438	0	0	0	0	0	3582	0	1718	1206	13384	19096	926	0	0	986	0	2568	8134	1121	0	0	0	6927	0	12085	0	0	0	0	0	0	0	0	0	4015	3466	2751	0	0	0	0	5810	0	0	6224	21534	0	0	0	0	0	696	6477	0	0	2294	0	0	0	0	0	0	4024	27938	0	0	1175	145	0	0	47579	0	415	0	0	0	0	0	0	0	0	334	0	0	2199	0	1425	97049	0	0	0	0	13954	0	3972	0	5416	7922	1487	0	0	0	0	1485	2641	0	0	2364	0	5334	0	4141	0	1648	4746	0	0	0	1308	1519	3090	0
Bacteroides intestinalis	0	0	3322	2118590	0	0	0	0	0	0	0	0	0	0	60374	0	0	0	0	67186	249422	0	0	0	0	327430	3147	0	25132	0	0	0	0	0	3948	0	0	1145463	0	0	0	1189197	6113	0	0	0	0	149515	0	0	0	0	11899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60525	1252072	2488671	0	0	23729	82966	58533	303415	0	0	0	0	165638	0	29518	0	0	0	0	0	0	0	0	363195	0	0	0	569256	104589	30890	0	0	0	0	0	0	0	0	0	0	0	0	1907661	0	1209	691142	0	0	0
Schaalia odontolytica	0	0	2487	0	1085	0	0	3876	816	850	0	0	20949	8855	99	4628	0	1156	0	0	1168	0	0	0	0	14610	923	0	0	0	0	0	253	0	321	0	0	10050	893	0	0	0	0	3743	1082	0	0	2460	1264	0	0	0	0	0	2232	803	4061	3641	0	0	0	3922	0	3021	100	0	8942	1728	0	0	0	0	26696	5069	0	0	0	0	3010	0	0	0	0	0	0	0	1499	0	0	0	1987	0	267	0	0	974	0	0	2940	0	301	790	24521	3325	87732	0	6208	0	0	0	0	5985	0	3959	18061	0	385	0	0	0	884	5904	1197	2292	777
Leptotrichia hofstadii	0	0	2036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
